#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1911.50   -0.123868    0.015345    0.414617    0.017914   0.0000796   0.0000000    0.221414    0.000000    0.018968    0.000000
   1911.55   -0.059017    0.015221    0.426134    0.017395  -0.0000977   0.0000000    0.218156    0.000000    0.018875    0.000000
   1911.60    0.029362    0.015031    0.380382    0.016741  -0.0000780   0.0000000    0.216090    0.000000    0.018325    0.000000
   1911.65    0.096343    0.016138    0.378969    0.020632   0.0001371   0.0000000    0.215240    0.000000    0.019185    0.000000
   1911.70    0.149679    0.018071    0.356561    0.017801   0.0000698   0.0000000    0.214596    0.000000    0.018978    0.000000
   1911.75    0.199287    0.019083    0.317551    0.021340   0.0000125   0.0000000    0.216432    0.000000    0.019352    0.000000
   1911.80    0.221149    0.019387    0.218128    0.017663   0.0002072   0.0000000    0.218343    0.000000    0.020634    0.000000
   1911.85    0.252748    0.019806    0.174298    0.022735   0.0000011   0.0000000    0.219527    0.000000    0.021024    0.000000
   1911.90    0.250684    0.026229    0.080104    0.023285  -0.0000971   0.0000000    0.222052    0.000000    0.021274    0.000000
   1911.95    0.210182    0.025245    0.048829    0.028391   0.0002808   0.0000000    0.223189    0.000000    0.022734    0.000000
   1912.00    0.169395    0.022644    0.055857    0.031733  -0.0001562   0.0000000    0.222909    0.000000    0.023071    0.000000
   1912.05    0.079643    0.024732   -0.001297    0.024387   0.0000145   0.0000000    0.224005    0.000000    0.022364    0.000000
   1912.10    0.084517    0.027032   -0.090384    0.024973   0.0000747   0.0000000    0.224304    0.000000    0.022334    0.000000
   1912.15   -0.018857    0.025118   -0.096327    0.023694  -0.0001789   0.0000000    0.223897    0.000000    0.021351    0.000000
   1912.20   -0.068661    0.021498   -0.038296    0.021967  -0.0000820   0.0000000    0.225574    0.000000    0.019656    0.000000
   1912.25   -0.125643    0.017626   -0.108401    0.020065   0.0001382   0.0000000    0.226493    0.000000    0.019271    0.000000
   1912.30   -0.161049    0.018693   -0.041443    0.021589  -0.0000570   0.0000000    0.225397    0.000000    0.018382    0.000000
   1912.35   -0.196231    0.016050    0.006574    0.019943  -0.0002315   0.0000000    0.227147    0.000000    0.017539    0.000000
   1912.40   -0.196422    0.016131    0.043432    0.017621   0.0001972   0.0000000    0.225947    0.000000    0.018165    0.000000
   1912.45   -0.198708    0.018732    0.124320    0.024804  -0.0001542   0.0000000    0.222483    0.000000    0.018294    0.000000
   1912.50   -0.181762    0.016861    0.124388    0.020917  -0.0000497   0.0000000    0.220551    0.000000    0.018022    0.000000
   1912.55   -0.129565    0.017843    0.190855    0.020719   0.0002929   0.0000000    0.216890    0.000000    0.018558    0.000000
   1912.60   -0.136820    0.016594    0.207608    0.018743  -0.0001940   0.0000000    0.214378    0.000000    0.017803    0.000000
   1912.65   -0.121198    0.017421    0.182053    0.019247  -0.0000127   0.0000000    0.213560    0.000000    0.018160    0.000000
   1912.70   -0.090830    0.019492    0.241141    0.018446   0.0001961   0.0000000    0.213563    0.000000    0.018585    0.000000
   1912.75   -0.055766    0.022077    0.254093    0.019781  -0.0001345   0.0000000    0.214319    0.000000    0.018854    0.000000
   1912.80   -0.034986    0.018120    0.265354    0.017557  -0.0000027   0.0000000    0.216801    0.000000    0.019622    0.000000
   1912.85   -0.023035    0.025645    0.271509    0.020370   0.0000665   0.0000000    0.218746    0.000000    0.020895    0.000000
   1912.90    0.021436    0.026193    0.286364    0.021261  -0.0000223   0.0000000    0.219549    0.000000    0.021229    0.000000
   1912.95    0.076339    0.027250    0.243580    0.020953   0.0000727   0.0000000    0.222019    0.000000    0.021743    0.000000
   1913.00    0.062107    0.025505    0.195221    0.025224   0.0002219   0.0000000    0.222035    0.000000    0.022181    0.000000
   1913.05    0.048104    0.019932    0.193837    0.021709  -0.0001392   0.0000000    0.221762    0.000000    0.021922    0.000000
   1913.10    0.089567    0.019310    0.184770    0.020323   0.0000415   0.0000000    0.222659    0.000000    0.021484    0.000000
   1913.15    0.089637    0.018673    0.121279    0.019708   0.0001576   0.0000000    0.222790    0.000000    0.020575    0.000000
   1913.20    0.091966    0.019502    0.103277    0.020023  -0.0001995   0.0000000    0.223674    0.000000    0.019058    0.000000
   1913.25    0.087771    0.023033    0.033344    0.020500   0.0001367   0.0000000    0.224815    0.000000    0.018225    0.000000
   1913.30    0.072320    0.024085    0.052638    0.018152   0.0001883   0.0000000    0.225160    0.000000    0.018056    0.000000
   1913.35    0.087154    0.018427    0.018915    0.019357  -0.0001143   0.0000000    0.224623    0.000000    0.017066    0.000000
   1913.40    0.073633    0.016403   -0.003867    0.020641   0.0001300   0.0000000    0.224642    0.000000    0.017176    0.000000
   1913.45    0.082547    0.016738    0.006818    0.017732   0.0001982   0.0000000    0.221956    0.000000    0.017781    0.000000
   1913.50    0.020164    0.016969    0.035091    0.019515  -0.0001047   0.0000000    0.218632    0.000000    0.017276    0.000000
   1913.55   -0.018179    0.019050    0.001403    0.017305  -0.0000981   0.0000000    0.216595    0.000000    0.017835    0.000000
   1913.60   -0.034220    0.016470   -0.030139    0.017037   0.0001213   0.0000000    0.213064    0.000000    0.017546    0.000000
   1913.65   -0.067905    0.019002   -0.027939    0.017162  -0.0002865   0.0000000    0.212133    0.000000    0.016780    0.000000
   1913.70   -0.100826    0.018583   -0.029001    0.021559   0.0001722   0.0000000    0.212443    0.000000    0.018027    0.000000
   1913.75   -0.141941    0.016757    0.023170    0.016989   0.0000324   0.0000000    0.212966    0.000000    0.018041    0.000000
   1913.80   -0.149622    0.017617    0.076824    0.019738  -0.0002444   0.0000000    0.214990    0.000000    0.018430    0.000000
   1913.85   -0.144527    0.020228    0.120214    0.021001   0.0000919   0.0000000    0.217134    0.000000    0.019852    0.000000
   1913.90   -0.123634    0.021221    0.150157    0.021376  -0.0001307   0.0000000    0.218871    0.000000    0.020673    0.000000
   1913.95   -0.133897    0.024847    0.203001    0.020509  -0.0000455   0.0000000    0.219479    0.000000    0.020813    0.000000
   1914.00   -0.130791    0.033313    0.230175    0.031443   0.0000158   0.0000000    0.221309    0.000000    0.021659    0.000000
   1914.05   -0.172898    0.035786    0.297042    0.034534   0.0000536   0.0000000    0.220349    0.000000    0.021095    0.000000
   1914.10   -0.100940    0.018959    0.220987    0.020697  -0.0003057   0.0000000    0.220831    0.000000    0.020213    0.000000
   1914.15   -0.020933    0.022448    0.253915    0.022513  -0.0000845   0.0000000    0.221620    0.000000    0.019914    0.000000
   1914.20    0.036923    0.021347    0.252565    0.022383   0.0000527   0.0000000    0.221281    0.000000    0.018880    0.000000
   1914.25    0.062170    0.016919    0.196920    0.021665  -0.0002417   0.0000000    0.223393    0.000000    0.016934    0.000000
   1914.30    0.129045    0.017166    0.231175    0.017576   0.0001559   0.0000000    0.223371    0.000000    0.017121    0.000000
   1914.35    0.128513    0.016437    0.182716    0.017549  -0.0000953   0.0000000    0.222678    0.000000    0.017163    0.000000
   1914.40    0.126870    0.015616    0.164985    0.015818  -0.0001483   0.0000000    0.222284    0.000000    0.016165    0.000000
   1914.45    0.171967    0.022580    0.134831    0.019752   0.0001042   0.0000000    0.220319    0.000000    0.016990    0.000000
   1914.50    0.182925    0.015129    0.095319    0.019491  -0.0000273   0.0000000    0.216927    0.000000    0.017206    0.000000
   1914.55    0.150429    0.014126    0.039971    0.017440  -0.0000492   0.0000000    0.214149    0.000000    0.016574    0.000000
   1914.60    0.123638    0.015295    0.014842    0.018672   0.0001012   0.0000000    0.212792    0.000000    0.017333    0.000000
   1914.65    0.082565    0.016224   -0.024768    0.017297   0.0000735   0.0000000    0.209616    0.000000    0.016984    0.000000
   1914.70    0.047496    0.016061   -0.063386    0.015007  -0.0002984   0.0000000    0.210513    0.000000    0.016460    0.000000
   1914.75    0.009981    0.017296   -0.094910    0.017526   0.0000629   0.0000000    0.211675    0.000000    0.017896    0.000000
   1914.80   -0.088218    0.023383   -0.121056    0.018145   0.0001205   0.0000000    0.212883    0.000000    0.017923    0.000000
   1914.85   -0.167389    0.025391   -0.048228    0.018221  -0.0003025   0.0000000    0.215341    0.000000    0.018359    0.000000
   1914.90   -0.167095    0.021047    0.019336    0.032462   0.0001796   0.0000000    0.216422    0.000000    0.019911    0.000000
   1914.95   -0.183998    0.029767    0.086503    0.033568   0.0000484   0.0000000    0.217843    0.000000    0.020215    0.000000
   1915.00   -0.250037    0.028597    0.104571    0.023906  -0.0000562   0.0000000    0.218284    0.000000    0.020154    0.000000
   1915.05   -0.252098    0.033657    0.093219    0.032945   0.0003310   0.0000000    0.219519    0.000000    0.020461    0.000000
   1915.10   -0.244639    0.023276    0.192131    0.028996   0.0001535   0.0000000    0.218571    0.000000    0.019737    0.000000
   1915.15   -0.161991    0.023916    0.212727    0.023580  -0.0002209   0.0000000    0.219950    0.000000    0.018303    0.000000
   1915.20   -0.181739    0.022895    0.311147    0.027060   0.0000840   0.0000000    0.220753    0.000000    0.017865    0.000000
   1915.25   -0.122142    0.025312    0.400425    0.031997   0.0001480   0.0000000    0.220200    0.000000    0.017077    0.000000
   1915.30   -0.056472    0.018775    0.378540    0.024246  -0.0000566   0.0000000    0.222515    0.000000    0.015198    0.000000
   1915.35   -0.000630    0.017978    0.356949    0.024235   0.0002025   0.0000000    0.221749    0.000000    0.015564    0.000000
   1915.40    0.055604    0.018604    0.302041    0.023421   0.0000438   0.0000000    0.220354    0.000000    0.015768    0.000000
   1915.45    0.138826    0.018421    0.308673    0.022518  -0.0000539   0.0000000    0.219178    0.000000    0.015253    0.000000
   1915.50    0.191318    0.016183    0.290207    0.021071   0.0001602   0.0000000    0.216012    0.000000    0.015849    0.000000
   1915.55    0.214928    0.018421    0.171176    0.025431  -0.0001094   0.0000000    0.212470    0.000000    0.016012    0.000000
   1915.60    0.220187    0.017421    0.035356    0.026262  -0.0000216   0.0000000    0.210277    0.000000    0.015687    0.000000
   1915.65    0.230094    0.018874    0.069117    0.023946   0.0001041   0.0000000    0.209415    0.000000    0.016023    0.000000
   1915.70    0.233787    0.020047    0.010816    0.022353  -0.0000660   0.0000000    0.207647    0.000000    0.016243    0.000000
   1915.75    0.180723    0.024289   -0.106439    0.026026  -0.0001920   0.0000000    0.210047    0.000000    0.015946    0.000000
   1915.80    0.102726    0.022661   -0.168174    0.025778   0.0000543   0.0000000    0.211392    0.000000    0.017158    0.000000
   1915.85    0.057692    0.025473   -0.191412    0.020815  -0.0000828   0.0000000    0.213177    0.000000    0.017491    0.000000
   1915.90    0.012654    0.025582   -0.185647    0.026504  -0.0001664   0.0000000    0.215150    0.000000    0.018116    0.000000
   1915.95   -0.043547    0.026024   -0.144435    0.026815   0.0002549   0.0000000    0.215180    0.000000    0.018908    0.000000
   1916.00   -0.165188    0.021102   -0.075368    0.021080  -0.0001798   0.0000000    0.215876    0.000000    0.019114    0.000000
   1916.05   -0.219315    0.020919   -0.126520    0.032026   0.0000213   0.0000000    0.216400    0.000000    0.018809    0.000000
   1916.10   -0.259582    0.032794   -0.072796    0.036026   0.0001291   0.0000000    0.216960    0.000000    0.018507    0.000000
   1916.15   -0.263624    0.023184    0.038896    0.024992  -0.0000441   0.0000000    0.216753    0.000000    0.017704    0.000000
   1916.20   -0.254367    0.019380    0.101179    0.021108  -0.0000555   0.0000000    0.218302    0.000000    0.016066    0.000000
   1916.25   -0.232751    0.018582    0.192748    0.023078  -0.0000056   0.0000000    0.218784    0.000000    0.015598    0.000000
   1916.30   -0.198488    0.017047    0.225771    0.019844  -0.0000068   0.0000000    0.218607    0.000000    0.014910    0.000000
   1916.35   -0.159018    0.016839    0.254796    0.021136  -0.0001831   0.0000000    0.220013    0.000000    0.013917    0.000000
   1916.40   -0.078373    0.016880    0.360421    0.023970   0.0002282   0.0000000    0.218579    0.000000    0.014091    0.000000
   1916.45   -0.006316    0.022136    0.348344    0.024678  -0.0001278   0.0000000    0.215887    0.000000    0.014560    0.000000
   1916.50    0.041257    0.014820    0.346387    0.018248   0.0000269   0.0000000    0.213951    0.000000    0.014517    0.000000
   1916.55    0.104323    0.015856    0.297095    0.019912   0.0001670   0.0000000    0.210436    0.000000    0.014646    0.000000
   1916.60    0.185145    0.013530    0.235307    0.016555  -0.0002498   0.0000000    0.207602    0.000000    0.014675    0.000000
   1916.65    0.235178    0.014148    0.169334    0.016360   0.0001048   0.0000000    0.206845    0.000000    0.014796    0.000000
   1916.70    0.247347    0.016349    0.079776    0.020452   0.0000952   0.0000000    0.206313    0.000000    0.014820    0.000000
   1916.75    0.244258    0.018599    0.015998    0.022280  -0.0001218   0.0000000    0.206683    0.000000    0.015595    0.000000
   1916.80    0.260535    0.019857   -0.016494    0.023321   0.0000862   0.0000000    0.209728    0.000000    0.015587    0.000000
   1916.85    0.213485    0.020623   -0.080399    0.025175  -0.0000416   0.0000000    0.210879    0.000000    0.016572    0.000000
   1916.90    0.141120    0.022138   -0.149353    0.024895  -0.0001104   0.0000000    0.212764    0.000000    0.017182    0.000000
   1916.95    0.093253    0.028619   -0.191469    0.027266  -0.0001066   0.0000000    0.214704    0.000000    0.017855    0.000000
   1917.00    0.024945    0.027612   -0.158870    0.026840   0.0003723   0.0000000    0.214207    0.000000    0.017993    0.000000
   1917.05   -0.058047    0.032000   -0.142960    0.029142  -0.0001731   0.0000000    0.213948    0.000000    0.017883    0.000000
   1917.10   -0.117346    0.020333   -0.115533    0.021023  -0.0000209   0.0000000    0.214632    0.000000    0.017229    0.000000
   1917.15   -0.173365    0.021104   -0.131512    0.026988   0.0001749   0.0000000    0.214517    0.000000    0.016657    0.000000
